strain_name,mating_type,strain_num,concentration,media,FSC.A_mean_all_mean,FSC.A_mean_lowerquant_mean,FSC.A_mean_upperquant_mean,FSC.A_mean_all_corr_mean,FSC.A_mean_upperquant_corr_mean,FSC.A_mean_all_sd,FSC.A_mean_lowerquant_sd,FSC.A_mean_upperquant_sd,FSC.A_mean_all_corr_sd,FSC.A_mean_upperquant_corr_sd,FSC.A_mean_all_se,FSC.A_mean_lowerquant_se,FSC.A_mean_upperquant_se,FSC.A_mean_all_corr_se,FSC.A_mean_upperquant_corr_se
L_1528,haploid_mat_alpha,SGRP-24,0.2,Ethanol,16162.464670084637,5457.713061848958,53223.98156184896,2.9300761335344663,9.670254063927409,4083.9864467842553,590.8874921332468,12138.015679959055,0.43472225517354435,1.1839295306241253,2357.8906744176734,341.14905264391297,7007.8866202522595,0.25098701104716703,0.683542033207386
NCYC 110,diploid,SGRP-25,0.2,Ethanol,18449.390204215495,9246.997881998699,35749.97246223958,1.9983515782791186,3.8779691631894084,779.6819849857809,579.3507908318492,1341.1011035930428,0.09949903562151408,0.31287493740214806,450.1496039138424,334.4883350419907,774.2850831699475,0.057445795000189315,0.1806384293318175
NCYC 110,haploid_mat_a,SGRP-26,0.2,Ethanol,49496.3914550944,8275.629638183593,211278.62740104168,6.005855439823281,25.69180666524184,4330.145709340665,766.083809863888,6170.9066412441925,0.6702438574561294,2.7060026438714955,2500.010790918136,442.2986938467298,3562.7746104663843,0.38696547152498945,1.562311354867047
NCYC 110,haploid_mat_alpha,SGRP-27,0.2,Ethanol,19792.080065332033,6506.52562800058,62757.91205989583,3.0449747989198386,9.66094756822953,1083.995116228977,349.30626655534587,581.8732780142705,0.16959492205368104,0.43497295949145226,625.8448721550395,201.67206702535213,335.944693695789,0.09791567390088636,0.2511317552525982
SK1,diploid,SGRP-28,0.2,Ethanol,14295.669274707032,7101.681831380208,34065.64317480469,1.9749046931213836,4.688519592905157,5121.7189444991955,1401.7461418384712,13209.743889163488,0.30602581656964206,0.8553748135548226,2957.0258113202167,809.2985123259607,7626.649190334554,0.1766840875754579,0.4938508788639028
SK1,haploid_mat_a,SGRP-29,0.2,Ethanol,25907.936307926433,5320.5887133927,128320.48097265625,4.892013943089344,24.19144046929794,4246.005054071054,291.9543559418945,15229.677320962912,0.9242982063664619,3.3447726045616957,2451.4321609484346,168.55992599413662,8792.858300929076,0.5336438182571651,1.9311053636217808
273614N,haploid_mat_alpha,SGRP-3,0.2,Ethanol,29755.391180322265,7941.431384114583,78493.40791276042,3.7348218899591576,9.841937996475627,4946.182779951727,1051.770433815533,13916.201818567783,0.1396970159932529,0.4895458335541453,2855.679959466221,607.2399430890874,8034.522866047269,0.08065410978869203,0.2826394187831455
SK1,haploid_mat_alpha,SGRP-30,0.2,Ethanol,102620.05082817383,6680.594940429687,262143,15.447539758659614,39.54482112355375,3814.7206627982205,699.7252763759973,0,1.2807966472951708,4.374895887850361,2202.43000154978,403.98657667446736,0,0.7394682890930371,2.525847318526993
378604X,diploid,SGRP-31,0.2,Ethanol,11083.473782625326,5186.600035400391,21971.609677124958,2.1637869883811276,4.354180742199455,365.8677986844582,693.8182636000321,3556.62813781913,0.3124189840071699,1.3466862186283435,211.23387205828774,400.5761612581573,2053.4202127772724,0.18037518451648893,0.7775096508390333
378604X,haploid_mat_a,SGRP-32,0.2,Ethanol,13427.550576204427,6588.827017197321,25426.969217773436,2.0611081323604843,3.9407489603545804,1403.2822100117874,1143.7828042317647,4504.597186800819,0.27005365731194714,1.0371669302304962,810.1853616993184,660.3633099176744,2600.730398390284,0.15591555174469562,0.5988086063631548
378604X,haploid_mat_alpha,SGRP-33,0.2,Ethanol,10881.997364729817,5618.6911334635415,21867.486437825522,1.926390040280183,3.8551634534173935,1993.2213324007043,435.5122628177263,5819.501668535938,0.20063211288600405,0.7148962626241708,1150.7868728160513,251.44312217319734,3359.8908548787003,0.11583500438281782,0.41274554966872246
UWOPS05-217.3,diploid,SGRP-34,0.2,Ethanol,12776.30180974935,6962.296728190104,27024.130860677084,1.8331131650165708,3.8657764687098144,1319.7165023283019,427.1106495581229,4750.2117913183965,0.10743941142562106,0.4532254963899986,761.9386778732365,246.59244849613816,2742.5360564254106,0.06203017310815728,0.26166986234436745
UWOPS05-217.3,haploid_mat_a,SGRP-35,0.2,Ethanol,11359.134272086589,5215.263547526042,27929.494486328123,2.1754561032283894,5.341304402268349,1248.7391167202468,186.34800061304512,5397.721935795231,0.18399136139735975,0.8952581923705194,720.95986518605,107.58806831689014,3116.3762126421248,0.10622746203133138,0.5168775583593371
UWOPS05-217.3,haploid_mat_alpha,SGRP-36,0.2,Ethanol,14328.747278841145,6523.484161939786,31454.97516527613,2.1937180739407127,4.809704006775864,2000.9323939658645,186.4537750573695,6676.571009798078,0.2667655539456198,0.9147303920070176,1155.2388562864344,107.64913722079423,3854.720069770572,0.15401716438102322,0.5281198380611836
S288c,diploid,SGRP-37,0.2,Ethanol,12519.498130615235,6660.527188639323,23764.290461245786,1.8805119533533632,3.5619707084682286,1697.358948570231,921.8856845864738,3887.4818268948507,0.03282978010529162,0.14400055707573212,979.9706458684431,532.2509481580631,2244.4386792275204,0.018954282381226338,0.08313876039113001
S288c,haploid_mat_a,SGRP-38,0.2,Ethanol,13782.580627539062,6451.152357072778,24170.91969986979,2.1359378114933065,3.757074355643046,1676.0801940371346,706.7166651960157,1733.6337986945928,0.11071307388184638,0.1554820740119339,967.6853512107399,408.0230568917143,1000.9139403525567,0.06392022300849494,0.08976761728495136
S288c,haploid_mat_alpha,SGRP-39,0.2,Ethanol,11048.007334602864,5831.181297200521,20430.190427083333,1.8629287551892502,3.491415338413937,3713.411864772676,1161.569813902696,4647.65997139884,0.23891227439672086,0.09808145184935466,2143.9393397384547,670.6326447392652,2683.3277355889686,0.13793606593565252,0.05662735262773423
BC187,diploid,SGRP-4,0.2,Ethanol,11974.51382775065,7350.854432942709,21622.12802712587,1.6307773482218342,2.9442836465060913,543.0761342626014,449.71422064057236,1746.1099116791502,0.06262275861277562,0.2141498008384699,313.5451523069743,259.6426263452372,1008.117027542631,0.03615526654248296,0.12363944516099536
UWOPS83-787.3,diploid,SGRP-40,0.2,Ethanol,19560.513877213543,11157.168392578125,38055.72531054688,1.7566353289413692,3.40009183084382,2527.338456736448,1541.7340848543474,7519.645411345174,0.12057850005485789,0.3777752778240349,1459.1595383300817,890.1205889094789,4341.4693024506705,0.06961602946515351,0.21810865834489224
UWOPS83-787.3,haploid_mat_a,SGRP-41,0.2,Ethanol,19091.669392236327,10059.989236816406,42482.53196549479,1.8985227098709105,4.234851924939882,1757.5839910832021,989.014762856444,2613.01890869774,0.011337306917313444,0.22945972518128316,1014.7415903752636,571.0079395676819,1508.6271703342222,0.006545597200596324,0.13247863410159139
UWOPS83-787.3,haploid_mat_alpha,SGRP-42,0.2,Ethanol,22659.57619148763,8205.179302408855,74492.16935156251,2.7500970320016807,9.043202271932786,4431.937678363059,1217.6054568379984,14243.085861461805,0.15210492889851798,0.4430908946776152,2558.780411634557,702.9848382721757,8223.249456205926,0.08781782164462824,0.2558186473175933
UWOPS87-2421,diploid,SGRP-43,0.2,Ethanol,9701.559980371094,5806.315565683828,17801.175999638384,1.6752044616997972,3.088841146858633,1147.6996308316202,846.1653673097568,1177.2327218072794,0.04493959856751528,0.23694527042054533,662.62469080947,488.5338025952267,679.6756288342687,0.02594588933022867,0.13680041566051052
UWOPS87-2421,haploid_mat_a,SGRP-44,0.2,Ethanol,18046.387658821615,5653.700920012279,61435.188169270834,3.1630674690053247,10.763669246591382,4167.6654761696645,733.2965040274081,14553.034383035034,0.3346110442813264,1.190519141704742,2406.202784558866,423.3689339960356,8402.198318571156,0.19318777648964558,0.6873465469386351
UWOPS87-2421,haploid_mat_alpha,SGRP-45,0.2,Ethanol,17988.579817871094,5663.301261946224,59473.8372734375,3.1431388926485337,10.41333355758288,4457.771620243386,789.8455438175695,13463.400099903485,0.37680664225600835,0.9768098973461603,2573.695644933393,456.0175373413001,7773.097671886912,0.21754941633894545,0.5639614571798964
Y12,diploid,SGRP-46,0.2,Ethanol,10985.336347607423,6210.2268046875,20352.734274088543,1.7729402132132381,3.298229228093348,575.195352970206,562.07453828539,940.3468526588182,0.06816725342058688,0.36902332588066306,332.08919187397026,324.51388598370454,542.9095085141861,0.039356382112293274,0.21305571653445182
Y12,haploid_mat_a,SGRP-47,0.2,Ethanol,15034.789254248046,5616.568084901264,44316.818266276045,2.68520241041973,7.916882129334345,2347.676680360113,160.65713019412382,6599.396488177265,0.47910571736123675,1.3933941374620287,1355.4317633761184,92.75543736481015,3810.1633389382155,0.2766118148887988,0.8044764803509487
Y12,haploid_mat_alpha,SGRP-48,0.2,Ethanol,17356.557567447915,5773.514431825986,51941.70099609375,3.0034646342775213,8.966469381606336,1587.1745813934256,370.93145931569643,7655.240080806448,0.11380784386706005,0.7423470881115266,916.3556718184259,214.15737788681807,4419.754921364815,0.06570698929253803,0.42859429115332476
Y55,diploid,SGRP-49,0.2,Ethanol,11332.272711995443,6411.346439667429,19604.532286132813,1.7685332388219452,3.0714681664803676,834.3890394410895,536.5541247931675,41.45824473293462,0.019434050487787676,0.2454948577407961,481.7347365301863,309.7796683841393,23.935928756689187,0.011220254280568994,0.14173652220131752
BC187,haploid_mat_a,SGRP-5,0.2,Ethanol,19356.120330403646,7507.84981639226,51102.21723958333,2.6539458683681874,7.064861783497498,2325.2056892111104,1781.2389279237111,7542.275195464391,0.5309101061680621,1.8154356356819703,1342.458130587284,1028.398774527795,4354.534614403604,0.3065210927116235,1.048142252957425
Y55,haploid_mat_a,SGRP-50,0.2,Ethanol,11358.023436767578,5308.972370583421,34888.60524804688,2.142846789712691,6.5682079122570025,702.4869355638677,401.17387177474683,3053.4119661574646,0.11929490758400446,0.1509887096415693,405.58102134999433,231.6178428609945,1762.8882206078367,0.06887494700657651,0.08717337215615428
Y55,haploid_mat_alpha,SGRP-51,0.2,Ethanol,11780.262722591146,5440.403839192708,33906.899984375,2.162788526170457,6.245265368853434,1569.2925098370135,629.0000071979455,3292.291220977301,0.0806869957655368,0.3317280914149945,906.0314529916633,363.15332347601037,1900.8052226818863,0.04658465872533487,0.19152330287620786
YIIc17_E5,diploid,SGRP-52,0.2,Ethanol,14364.097665234374,8754.372842122395,23767.285609374998,1.6417757210410517,2.722350964215761,1447.3189638714625,888.2634864583033,2292.5613650331925,0.06572988481186524,0.24027078822563072,835.6099933944391,512.839163018017,1323.6109212356496,0.03794916668993349,0.13872040426047147
YIIc17_E5,haploid_mat_a,SGRP-53,0.2,Ethanol,16699.179951464845,8770.773458739746,39302.48544010417,1.903155433751775,4.474057316801358,4408.322145399148,172.38458302808908,15833.586602302772,0.4936092176077689,1.7722455475755972,2545.145977320787,99.52628541540864,9141.525487076759,0.28498541466032595,1.0232064439628867
YIIc17_E5,haploid_mat_alpha,SGRP-54,0.2,Ethanol,17961.68804979195,8815.26471084067,48814.817241428165,2.0343833096972435,5.530406318154212,4307.874115177947,519.221667115288,13959.703230279776,0.4446242414590797,1.49218597531692,2487.1522800330085,299.7727692780978,8059.638417809318,0.25670392549463283,0.8615139745302081
YJM975,diploid,SGRP-55,0.2,Ethanol,9793.528222119141,5892.472660491527,17817.27513736979,1.667542339794025,3.0437167398602436,918.8451593852183,780.2866622395328,1056.7996184592948,0.0689042078384726,0.24288540280650767,530.4955001146404,450.4987144890689,610.1435441969677,0.039781862943840084,0.14022995269256788
YJM975,haploid_mat_a,SGRP-56,0.2,Ethanol,14466.596795019532,5460.054595052084,47764.47190039063,2.6284213092540534,8.715650161151038,3234.314001935171,656.0365037162532,8089.109068829858,0.30700381021011963,0.5682857297263193,1867.3320596610467,378.7628520187997,4670.249298393162,0.17724873246705336,0.3280999190341134
YJM975,haploid_mat_alpha,SGRP-57,0.2,Ethanol,14442.425787060547,5435.026398341567,47224.26945703125,2.638915853664217,8.6592269595798,3137.557410865404,679.612795562159,8257.553643329182,0.31056522234587147,0.7071089715001045,1811.4696157610465,392.3746304625266,4767.500818823878,0.17930491472232488,0.4082495550419848
YJM978,diploid,SGRP-58,0.2,Ethanol,11387.529115836589,6707.445432763526,21904.49298828125,1.7064867939025203,3.2977413705124734,1259.4813161020647,1083.7032339025814,1470.4817072161213,0.08321744447875724,0.30576053527395114,727.1618768908313,625.6763538153234,848.9830094996481,0.048045613971083236,0.17653092734797976
YJM978,haploid_mat_a,SGRP-59,0.2,Ethanol,15823.948377701823,6431.15989860026,44070.314417317706,2.4952491899219806,7.009780497084374,3292.85075759931,705.6788990665119,16785.309465857812,0.6394042156141384,2.9434689006058514,1901.128271301225,407.42390233748944,9691.002938544181,0.36916019600580435,1.6994125621160803
BC187,haploid_mat_alpha,SGRP-6,0.2,Ethanol,19971.737626432292,7107.08708984375,53614.72812369792,2.8159049153166316,7.568993077926375,2471.8506670253987,1018.7409093433216,6088.319265750768,0.06153783791528213,0.3062425299103179,1427.12364800367,588.1703382438509,3515.092766993591,0.0355288872857357,0.1768092070810341
YJM978,haploid_mat_alpha,SGRP-60,0.2,Ethanol,17100.564778466796,6025.974243534948,54363.31836914062,2.82046465983458,9.010389804511338,3615.205225162779,736.3940984639685,7776.1343550426955,0.34319688451051783,0.48658362834898305,2087.239709923472,425.157330977824,4489.553263138598,0.1981448136571884,0.2809291888105502
YJM981,diploid,SGRP-61,0.2,Ethanol,14028.31043116862,7894.781948079427,28073.945209666635,1.7762244671943015,3.5586433427729927,1373.835065736699,585.0225809938379,2470.080204244707,0.09637102770252473,0.245497509513741,793.1840450252305,337.76294461880195,1426.1014708406476,0.05563983878613354,0.1417380532031411
YJM981,haploid_mat_a,SGRP-62,0.2,Ethanol,30832.121055110678,6916.65161702474,92077.682375,4.406539762586993,13.266836953527026,8077.6421565815535,1009.1633582674926,16583.149807403042,0.5872023308903951,0.48129592994324494,4663.6288735198295,582.6407365520437,9574.286005316038,0.3390214238083453,0.27787633471260376
YJM981,haploid_mat_alpha,SGRP-63,0.2,Ethanol,31213.9628324056,7365.424620442708,88345.55288020833,4.183062259178631,11.996148635085072,9173.967605418948,1493.9912905362262,17812.652675732388,0.46708131164030975,0.033911251893627745,5296.5926665255365,862.5562737580466,10284.139817315403,0.26966952100897634,0.019578670409343187
YPS128,diploid,SGRP-64,0.2,Ethanol,14791.27198626302,7961.6884276376295,42634.86984895833,1.8559246811355579,5.31594245753646,1908.9815677713532,877.8632322154662,10438.7460335154,0.08351552748387167,0.9273795426082948,1102.1510220308246,506.83457343127435,6026.812832452254,0.048217712274326904,0.5354228285658511
YPS128,haploid_mat_a,SGRP-65,0.2,Ethanol,46712.67274436849,13055.412830078125,98038.75161328125,3.558494196455301,7.497229156830772,9416.285503412679,1918.1412364632993,15965.073920134251,0.2267804443989655,0.14725785615254391,5436.4949701616815,1107.4393592158076,9217.439725421784,0.13093175062068568,0.08501936288995843
YPS128,haploid_mat_alpha,SGRP-66,0.2,Ethanol,45544.38274656576,13318.080479003906,94955.51158854166,3.406368600083663,7.137693723177512,9490.086621499224,2355.4152123029817,15908.210171130528,0.12476375240673729,0.06708779447436161,5479.104065555443,1359.8996068764661,9184.609424627353,0.0720323860371376,0.03873315619911097
YPS606,diploid,SGRP-67,0.2,Ethanol,13847.985472005208,7446.73274827874,36861.06001171875,1.8614993728004086,4.961708572182699,925.4839741037355,579.7980174006713,2131.5236465341104,0.07309697852077701,0.339808499040753,534.3284215794763,334.7465414218889,1230.6357511105214,0.0422025602259189,0.19618852839410145
YPS606,haploid_mat_a,SGRP-68,0.2,Ethanol,46638.525512923174,12823.58508919271,97880.56352994792,3.6175726805166333,7.637669843835414,9316.50970638727,1897.0290211767533,13843.7616647853,0.20555328938253842,0.05511842765293297,5378.889386890452,1095.2502160369309,7992.699523760814,0.11867624695782161,0.031822639042729764
YPS606,haploid_mat_alpha,SGRP-69,0.2,Ethanol,45709.08511246745,13243.827575195313,95978.47696484375,3.4388665154147726,7.253855575582315,8755.476577322948,2109.1217922728733,14506.169243680755,0.12060244935009215,0.07214089462979191,5054.976758800868,1217.7020345224494,8375.140717749355,0.06962985659720392,0.04165056493409079
DBVPG 1106,diploid,SGRP-7,0.2,Ethanol,10682.345691292317,5956.45669514974,19194.074071940104,1.795598664060493,3.2249014052772282,586.897510003933,394.03416238671423,1606.4940338454307,0.08328071289566065,0.22062714133341332,338.8454353874918,227.49572972387818,927.5097628921873,0.04808214200861362,0.1273791394393838
DBVPG 1106,haploid_mat_a,SGRP-8,0.2,Ethanol,11958.991182096353,5609.070483072916,32893.41991959635,2.126159032932815,5.843098833060084,1643.180839058795,542.1370684874878,4929.101232020699,0.0928968209787559,0.3354568982976293,948.6908997578305,313.0029824289257,2845.817923170067,0.0536340045989452,0.1936761305336532
DBVPG 1106,haploid_mat_alpha,SGRP-9,0.2,Ethanol,12290.224520084636,5764.728072196196,31969.26011263021,2.1178290748640074,5.51119753044049,2579.606996791616,813.285268618193,6583.823758295154,0.15570149844652414,0.41664324869637315,1489.3367940010817,469.5504687646708,3801.172419148761,0.08989430204132882,0.24054909179089123
273614N,diploid,SGRP-1,2,Ethanol,15247.518979378256,8315.22518717448,32845.87610091146,1.831159338326068,3.920515010114944,2990.344460302148,1492.040320749525,8069.454767132884,0.058296511211323856,0.2731765772032633,1726.4761791251515,861.4298808265139,4658.90188201768,0.03365750644067387,0.15771857038460468
